Response ID,"To begin, please tell us which of these is true for your housing during the 2022-2023 academic year?",Do you have someone at CU Boulder you consider a mentor?,What is your likelihood of returning to CU Boulder in fall 2023?,How do you describe your race/ethnicity? Please select all that apply. - Selected Choice,Are you currently receiving financial aid? (Select all that apply),Entry_Type,FirstGen_Status,School_College,Please indicate your level of agreement with each of the following statements. - I belong at CU Boulder.,Please indicate your level of agreement with each of the following statements. - I fit in well at CU Boulder.,Please indicate your level of agreement with each of the following statements. - People at CU Boulder accept me.,Please indicate your level of agreement with each of the following statements. - I feel a connection with the CU Boulder community.,Please indicate your level of agreement with each of the following statements. - People on campus are generally supportive of my individual needs.,Please indicate your level of agreement with each of the following statements. - There are people on campus who are genuinely interested in me as a person.,Please indicate your level of agreement with each of the following statements. - There are people on campus who care about my future.
R_1ihgfZHEIr6Atbg,I did not live in housing provided by CU this year,No,Certain,White or European American,"Yes, scholarships and/or grants",T,0,Coll Engineering & AppSci UGRD,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_2zjST9H8fNtLKx5,I did not live in housing provided by CU this year,Yes,Almost certain,"Hispanic, Latin/a/o/x, or Spanish Origin","Yes, scholarships and/or grants",F,1,Leeds School of Business UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_22EmBjzVUKHv80z,I did not live in housing provided by CU this year,Yes,Certain,"Hispanic, Latin/a/o/x, or Spanish Origin,White or European American","Yes, federal loans (through Department of Education)",T,0,"Coll of Media,Comm&Info UGRD",Strongly agree,Strongly agree,Slightly agree,Strongly agree,Agree,Strongly agree,Strongly agree
R_3KZwt3xr6AV7yso,I did not live in housing provided by CU this year,No,Likely,"Asian or Asian American,Native Hawaiian or Pacific Islander","Yes, federal loans (through Department of Education)",T,1,Coll Engineering & AppSci UGRD,Slightly disagree,Slightly agree,Slightly agree,Strongly disagree,Slightly agree,Slightly agree,Agree
R_3GfcDXCeOpGOVI1,I lived in housing provided by CU for the entire year,No,Certain,"Hispanic, Latin/a/o/x, or Spanish Origin,White or European American","Yes, federal loans (through Department of Education)",F,0,College Arts & Sciences UGRD,Agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree
R_1MK9Bs08iexCnX2,I lived in housing provided by CU for the entire year,Yes,Certain,"Hispanic, Latin/a/o/x, or Spanish Origin,White or European American","Yes, scholarships and/or grants,Yes, private loans (through a bank or private lender)",F,0,Coll Engineering & AppSci UGRD,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_CZES5s0hmeJVSCJ,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,No,F,0,College Arts & Sciences UGRD,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree
R_3nloyZpzWK1T5Z7,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, private loans (through a bank or private lender)",F,0,College Arts & Sciences UGRD,Slightly agree,Strongly disagree,Slightly agree,Disagree,Strongly agree,Strongly agree,Strongly agree
R_3qF3ciBOMcD5tNt,I lived in housing provided by CU for the entire year,Yes,Certain,"Hispanic, Latin/a/o/x, or Spanish Origin",No,F,1,College Arts & Sciences UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_22mMAUBnzHMZDa6,I lived in housing provided by CU for the entire year,No,Almost certain,White or European American,Not sure,T,0,College Arts & Sciences UGRD,,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Disagree,Slightly disagree
R_1ODjByKvU8PKfIj,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Slightly agree,Slightly agree,Agree,Slightly agree,Agree,Slightly agree,Strongly agree
R_eanDLUcRRLqE2xX,I lived in housing provided by CU for the entire year,Yes,Almost certain,"Asian or Asian American,Black or African American,Native American, American Indian, or Alaska Native,White or European American","Yes, scholarships and/or grants",F,0,Leeds School of Business UGRD,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Agree
R_3k23emI331ldWtN,I lived in housing provided by CU for the entire year,No,Almost certain,White or European American,"Yes, scholarships and/or grants",F,0,Program in Exploratory Studies,Strongly agree,Agree,Agree,Strongly disagree,Agree,Agree,Slightly agree
R_1Gv0LSE6iM7UC7o,I lived in housing provided by CU for the entire year,Not sure,Likely,White or European American,Not sure,F,0,College Arts & Sciences UGRD,,,Slightly agree,Slightly agree,Agree,,
R_33En5OKJfUSK8gg,I lived in housing provided by CU for the entire year,No,Certain,White or European American,No,F,0,College Arts & Sciences UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_2CTDC2Z0qu9hsZN,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education),Yes, private loans (through a bank or private lender)",F,0,Coll Engineering & AppSci UGRD,Agree,,Disagree,Disagree,Disagree,Agree,Agree
R_Urui41z6rZNWO1r,I lived in housing provided by CU for the entire year,Yes,Certain,Asian or Asian American,"Yes, scholarships and/or grants",F,1,Coll Engineering & AppSci UGRD,Strongly agree,Slightly agree,Agree,Slightly disagree,Agree,Agree,Agree
R_26bCbGhLYbp4wjy,I lived in housing provided by CU for the entire year,No,Almost certain,White or European American,Not sure,F,0,College Arts & Sciences UGRD,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_e3x5sUstjrfjikF,I lived in housing provided by CU for the entire year,No,Certain,"Native American, American Indian, or Alaska Native","Yes, federal loans (through Department of Education),Yes, private loans (through a bank or private lender)",T,0,College Arts & Sciences UGRD,Slightly agree,Slightly agree,Agree,Disagree,Slightly agree,Agree,Slightly agree
R_RRHy4y0Uyx85WAF,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Agree,Strongly agree,Agree,Slightly agree,Slightly agree,Agree,Agree
R_2rOUfe5BiLia7qx,I lived in housing provided by CU for the entire year,No,Certain,White or European American,No,T,0,College Arts & Sciences UGRD,Slightly disagree,Strongly disagree,Disagree,Disagree,Disagree,Slightly disagree,Disagree
R_32KsL35pxBwhvON,I lived in housing provided by CU for the entire year,No,Almost certain,"Hispanic, Latin/a/o/x, or Spanish Origin,White or European American","Yes, federal loans (through Department of Education)",F,0,College Arts & Sciences UGRD,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Agree,Agree,Agree
R_1kGIOlsmDo9qxGo,I lived in housing provided by CU for the entire year,No,Certain,"Middle Eastern or North African,White or European American","Yes, scholarships and/or grants",F,1,Leeds School of Business UGRD,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree
R_3qU2UloOo0fQAwj,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, scholarships and/or grants",F,1,Program in Exploratory Studies,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_0vSlZBztd9XXWBH,I lived in housing provided by CU for the entire year,No,Certain,"Asian or Asian American,White or European American","Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Agree,Slightly agree,Agree,Slightly agree,Agree,Slightly agree,Slightly agree
R_2ANi1z1c69nJCc5,I lived in housing provided by CU for the entire year,No,Certain,White or European American,No,F,0,Coll Engineering & AppSci UGRD,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_1C8UiGplXr32yUE,I lived in housing provided by CU for the entire year,Yes,Certain,Asian or Asian American,"Yes, scholarships and/or grants",F,0,Coll Engineering & AppSci UGRD,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree
R_2qypVYM1GPLA8q0,I lived in housing provided by CU for the entire year,Yes,Almost certain,White or European American,"Yes, federal loans (through Department of Education)",F,0,Program in Exploratory Studies,Slightly agree,Slightly agree,Agree,Agree,Slightly agree,Strongly agree,Agree
R_eDoUZlKHrfkeLvj,I lived in housing provided by CU for the entire year,Yes,Almost certain,"Hispanic, Latin/a/o/x, or Spanish Origin","Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_3erI3UxyUeC7ghT,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants,Yes, private loans (through a bank or private lender)",F,0,College Arts & Sciences UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_3MECVmlY5nNt5D8,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants",F,0,Coll Engineering & AppSci UGRD,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree
R_1Cd0mFqFAcXnpMi,I lived in housing provided by CU for the entire year,No,Certain,"Asian or Asian American,White or European American","Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Strongly agree,Agree,Agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree
R_CfP95JMkbdxBQnn,I lived in housing provided by CU for the entire year,No,Certain,"Hispanic, Latin/a/o/x, or Spanish Origin","Yes, scholarships and/or grants",F,1,Leeds School of Business UGRD,Slightly agree,Slightly agree,Agree,Slightly disagree,Agree,Agree,Agree
R_2xxDtDGr5coymT7,I lived in housing provided by CU for the entire year,Yes,Almost certain,White or European American,"Yes, scholarships and/or grants",F,0,Program in Exploratory Studies,Agree,Agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree
R_2WAzg5aL5y0Qc3Y,I lived in housing provided by CU for the entire year,No,Certain,White or European American,No,F,1,Program in Exploratory Studies,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_32LnDaCotV0ksq4,I did not live in housing provided by CU this year,No,Certain,White or European American,"Yes, scholarships and/or grants",T,1,Program in Exploratory Studies,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree
R_pGKAnpVe4TXZPs5,I lived in housing provided by CU for the entire year,Not sure,Certain,"Hispanic, Latin/a/o/x, or Spanish Origin,White or European American","Yes, scholarships and/or grants,Yes, federal loans (through Department of Education),Yes, private loans (through a bank or private lender)",F,0,College Arts & Sciences UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree
R_3GDSxXilwolL6tJ,I lived in housing provided by CU for the entire year,Not sure,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education),Yes, private loans (through a bank or private lender)",F,0,Coll Engineering & AppSci UGRD,Agree,Agree,Agree,Agree,Agree,Strongly agree,Slightly agree
R_1lgiDx9eBnTSH5B,I lived in housing provided by CU for the entire year,No,Certain,"Black or African American,Hispanic, Latin/a/o/x, or Spanish Origin,White or European American","Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,1,College Arts & Sciences UGRD,Slightly agree,Slightly agree,Slightly agree,Disagree,Slightly disagree,Slightly disagree,Slightly agree
R_2YFIbvEho9DhmC0,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,0,Coll Engineering & AppSci UGRD,Agree,Agree,Agree,Agree,Agree,Agree,
R_dm3m8iqs2LJgBcl,I lived in housing provided by CU for the entire year,Yes,Almost certain,White or European American,No,F,0,College Arts & Sciences UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_4HFuR8D8rTztu7L,I did not live in housing provided by CU this year,No,Certain,Asian or Asian American,No,T,0,Coll Engineering & AppSci UGRD,Slightly agree,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree
R_2Cp0JAccmbnAgbf,I lived in housing provided by CU for the entire year,No,Likely,Asian or Asian American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,0,"Coll of Media,Comm&Info UGRD",Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Disagree,Disagree
R_297f043LIj4hLWj,I lived in housing provided by CU for the entire year,Not sure,Certain,"Hispanic, Latin/a/o/x, or Spanish Origin",No,F,0,College Arts & Sciences UGRD,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree
R_xzISzNqMYMfdDCF,I lived in housing provided by CU for the entire year,Not sure,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,0,"Coll of Media,Comm&Info UGRD",Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_eD1kPb2e1AwWndf,I did not live in housing provided by CU this year,Yes,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",T,0,Coll Engineering & AppSci UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_SJM7TUaYn18FrWN,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, federal loans (through Department of Education)",F,0,Program in Exploratory Studies,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree
R_3gSnV17oifkieVr,I did not live in housing provided by CU this year,No,Likely,Prefer not to state,"Yes, scholarships and/or grants",T,0,Coll Engineering & AppSci UGRD,Disagree,Disagree,Slightly agree,Disagree,Slightly agree,Slightly agree,Slightly disagree
R_1jJ464qW8JG2yDA,I lived in housing provided by CU for the entire year,Yes,Certain,"Hispanic, Latin/a/o/x, or Spanish Origin","Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,1,College Arts & Sciences UGRD,Agree,Agree,Agree,Agree,Agree,Slightly disagree,Slightly agree
R_31gCBgVetptlUty,I did not live in housing provided by CU this year,Yes,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,0,College of Music UGRD,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree
R_3qrPMMu3m5S5Wip,I did not live in housing provided by CU this year,No,Certain,White or European American,"Yes, scholarships and/or grants",T,0,Leeds School of Business UGRD,,,,Strongly disagree,,,
R_3OkK8Av964s2Y27,I lived in housing provided by CU for the entire year,Yes,Certain,Black or African American,"Yes, scholarships and/or grants",F,1,Coll Engineering & AppSci UGRD,Slightly agree,Slightly agree,Agree,Slightly agree,Slightly agree,Agree,Agree
R_WDar6nRaxjTWMKt,I lived in housing provided by CU for part of the year,Yes,Almost certain,White or European American,"Yes, scholarships and/or grants",T,0,College Arts & Sciences UGRD,Slightly agree,Slightly agree,Slightly agree,,,Slightly agree,Agree
R_RLbDt93Pe77xrmV,I lived in housing provided by CU for the entire year,No,Almost certain,Prefer not to state,"Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Agree,Slightly agree,Agree,Agree,Agree,Agree,Agree
R_vxHMsEmQ7onjoat,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_1LNiuTqirgMbKyS,I lived in housing provided by CU for the entire year,Not sure,Certain,White or European American,Prefer not to state,F,0,College Arts & Sciences UGRD,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree
R_31QmJeVDNmeBeqk,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,No,F,0,College Arts & Sciences UGRD,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree
R_Q3QNU8c6maAYOtj,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, scholarships and/or grants",F,0,Leeds School of Business UGRD,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree
